"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"80328"	"SGP"	"Asia"	"Singapore"	"2021-06-30"	62579	-328	15.571	36	0	0.143	10696.638	-56.065	2.662	6.153	0	0.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5850343	7915.731	42.4	12.922	7.049	85535.383	NA	92.243	10.99	5.2	28.3	NA	2.4	83.62	0.938	NA
"80860"	"SVK"	"Europe"	"Slovakia"	"2021-06-30"	391642	33	31.714	12510	0	1.143	71733.994	6.044	5.809	2291.359	0	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5459643	113.128	41.2	15.07	9.167	30155.152	0.7	287.959	7.29	23.1	37.7	NA	5.82	77.54	0.86	NA
"81375"	"SVN"	"Europe"	"Slovenia"	"2021-06-30"	257335	48	31.286	4419	0	0.286	123782.307	23.089	15.049	2125.611	0	0.137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1492126	821331	670795	12965	8586	71.77	39.51	32.27	4130	NA	2078932	102.619	44.5	19.062	12.93	31400.84	NA	153.493	7.25	20.1	25	NA	4.5	81.32	0.917	NA
"81637"	"SLB"	"Oceania"	"Solomon Islands"	"2021-06-30"	20	0	0	NA	NA	0	29.117	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	686878	21.841	20.8	3.507	2.043	2205.923	25.1	459.78	18.68	NA	NA	35.89	1.4	73	0.567	NA
"82109"	"SOM"	"Africa"	"Somalia"	"2021-06-30"	14946	13	11.143	775	0	0	940.401	0.818	0.701	48.763	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15893219	23.5	16.8	2.731	1.496	NA	NA	365.769	6.05	NA	NA	9.831	0.9	57.4	NA	NA
"82619"	"ZAF"	"Africa"	"South Africa"	"2021-06-30"	1973972	19506	16129.571	60647	383	198.429	33283.015	328.889	271.96	1022.565	6.458	3.346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3026636	3026636	NA	125970	83341	5.1	5.1	NA	1405	NA	59308690	46.754	27.3	5.344	3.053	12294.876	18.9	200.38	5.52	8.1	33.2	43.993	2.32	64.13	0.709	NA
"83641"	"KOR"	"Asia"	"South Korea"	"2021-06-30"	157723	762	652.571	2021	3	1.857	3076.37	14.863	12.728	39.419	0.059	0.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	19249157	15336361	5041240	150135	115843	37.55	29.91	9.83	2260	NA	51269183	527.967	43.4	13.914	8.622	35938.374	0.2	85.998	6.8	6.2	40.9	NA	12.27	83.03	0.916	NA
"84093"	"SSD"	"Africa"	"South Sudan"	"2021-06-30"	10834	0	6.857	117	0	0.286	967.863	0	0.613	10.452	0	0.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11193729	NA	19.2	3.441	2.032	1569.888	NA	280.775	10.43	NA	NA	NA	NA	57.85	0.433	NA
"84609"	"ESP"	"Europe"	"Spain"	"2021-06-30"	3808960	9227	5132.571	80875	46	18.143	81466.745	197.349	109.776	1729.77	0.984	0.388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46754783	93.105	45.5	19.436	13.799	34272.36	1	99.403	7.17	27.4	31.4	NA	2.97	83.56	0.904	NA
"85130"	"LKA"	"Asia"	"Sri Lanka"	"2021-06-30"	259089	1864	1854.286	3077	47	44	12099.471	87.049	86.595	143.696	2.195	2.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3693103	2697778	995325	117107	49617	17.25	12.6	4.65	2317	NA	21413250	341.955	34.1	10.069	5.331	11669.077	0.7	197.093	10.68	0.3	27	NA	3.6	76.98	0.782	NA
"85606"	"SDN"	"Africa"	"Sudan"	"2021-06-30"	36658	38	19.429	2754	0	0.571	836	0.867	0.443	62.806	0	0.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43849269	23.258	19.7	3.548	2.034	4466.507	NA	431.388	15.67	NA	NA	23.437	0.8	65.31	0.51	NA
"86080"	"SUR"	"South America"	"Suriname"	"2021-06-30"	21732	213	169	522	6	5.714	37045.245	363.088	288.084	889.822	10.228	9.741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	196194	160268	35926	NA	1980	33.44	27.32	6.12	3375	NA	586634	3.612	29.6	6.933	4.229	13767.119	NA	258.314	12.54	7.4	42.9	67.779	3.1	71.68	0.738	NA
"86596"	"SWE"	"Europe"	"Sweden"	"2021-06-30"	1089990	247	210.286	14629	3	1.857	107927.603	24.457	20.822	1448.521	0.297	0.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	7789784	4749296	3040488	58594	98650	77.13	47.03	30.11	9768	NA	10099270	24.718	41	19.985	13.433	46949.283	0.5	133.982	4.79	18.8	18.9	NA	2.22	82.8	0.945	NA
"87088"	"CHE"	"Europe"	"Switzerland"	"2021-06-30"	703004	129	103.714	10891	4	2.143	81228.773	14.905	11.984	1258.403	0.462	0.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8654618	214.243	43.1	18.436	12.644	57410.166	NA	99.739	5.59	22.6	28.9	NA	4.53	83.78	0.955	NA
"87554"	"SYR"	"Asia"	"Syria"	"2021-06-30"	25515	36	38.143	1876	3	3	1457.945	2.057	2.18	107.196	0.171	0.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17500657	NA	21.7	NA	2.577	NA	NA	376.264	NA	NA	NA	70.598	1.5	72.7	0.567	NA
"88086"	"TWN"	"Asia"	"Taiwan"	"2021-06-30"	14804	56	77.714	648	5	7	621.579	2.351	3.263	27.208	0.21	0.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	2043218	2001418	41800	40541	42441	8.58	8.4	0.18	1782	NA	23816775	NA	42.2	NA	8.353	NA	NA	103.957	NA	NA	NA	NA	NA	80.46	NA	NA
"88513"	"TJK"	"Asia"	"Tajikistan"	"2021-06-30"	13499	21	20.143	90	0	0	1415.339	2.202	2.112	9.436	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9537642	64.281	23.3	3.466	2.155	2896.913	4.8	427.698	7.11	NA	NA	72.704	4.8	71.1	0.668	NA
"88985"	"TZA"	"Africa"	"Tanzania"	"2021-06-30"	509	0	0	21	0	0	8.521	0	0	0.352	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.11	59734213	64.699	17.7	3.108	1.874	2683.304	49.1	217.288	5.75	3.3	26.7	47.953	0.7	65.46	0.529	NA
"89529"	"THA"	"Asia"	"Thailand"	"2021-06-30"	259301	4786	4394.571	2023	53	39.857	3714.915	68.567	62.959	28.983	0.759	0.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69799978	135.132	40.1	11.373	6.89	16277.671	0.1	109.861	7.04	1.9	38.8	90.67	2.1	77.15	0.777	NA
"89995"	"TLS"	"Asia"	"Timor"	"2021-06-30"	9222	104	54.143	23	1	0.571	6994.619	78.881	41.066	17.445	0.758	0.433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1318442	87.176	18	3.556	1.897	6570.102	30.3	335.346	6.86	6.3	78.1	28.178	5.9	69.5	0.606	NA
"90479"	"TGO"	"Africa"	"Togo"	"2021-06-30"	13917	36	24	129	0	0.143	1681.054	4.348	2.899	15.582	0	0.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8278737	143.366	19.4	2.839	1.525	1429.813	49.2	280.033	6.15	0.9	14.2	10.475	0.7	61.04	0.515	NA
"90996"	"TTO"	"North America"	"Trinidad and Tobago"	"2021-06-30"	32793	265	226.571	847	14	11.286	23432.091	189.355	161.896	605.22	10.004	8.064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	302548	213632	88916	9745	9593	21.62	15.26	6.35	6855	NA	1399491	266.886	36.2	10.014	5.819	28763.071	NA	228.467	10.97	NA	NA	89.443	3	73.51	0.796	NA
"91480"	"TUN"	"Africa"	"Tunisia"	"2021-06-30"	420103	5921	4098.857	14959	116	91.571	35545.865	500.989	346.814	1265.715	9.815	7.748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11818618	74.228	32.7	8.001	5.075	10849.297	2	318.991	8.52	1.1	65.8	78.687	2.3	76.7	0.74	NA
"91957"	"TUR"	"Asia"	"Turkey"	"2021-06-30"	5425652	5496	5443.857	49732	45	53.429	64331.421	65.166	64.547	589.667	0.534	0.633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	49826070	34715498	15110572	424625	696415	59.08	41.16	17.92	8257	NA	84339067	104.914	31.6	8.153	5.061	25129.341	0.2	171.285	12.13	14.1	41.1	NA	2.81	77.69	0.82	NA
"92635"	"UGA"	"Africa"	"Uganda"	"2021-06-30"	79977	543	816.714	1023	34	38.714	1748.475	11.871	17.855	22.365	0.743	0.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45741000	213.759	16.4	2.168	1.308	1697.707	41.6	213.333	2.5	3.4	16.7	21.222	0.5	63.37	0.544	NA
"93120"	"UKR"	"Europe"	"Ukraine"	"2021-06-30"	2300101	1042	954.286	54581	50	40.286	52593.261	23.826	21.82	1248.029	1.143	0.921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43733759	77.39	41.4	16.462	11.133	7894.393	0.1	539.849	7.11	13.5	47.4	NA	8.8	72.06	0.779	NA
"93639"	"ARE"	"Asia"	"United Arab Emirates"	"2021-06-30"	632907	1747	2108.429	1811	4	5.429	63992.053	176.636	213.179	183.107	0.404	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	15281200	NA	NA	82539	77933	154.51	NA	NA	7880	NA	9890400	112.442	34	1.144	0.526	67293.483	NA	317.84	17.26	1.2	37.4	NA	1.2	77.97	0.89	NA
"94156"	"GBR"	"Europe"	"United Kingdom"	"2021-06-30"	4817298	25670	19044.571	128404	14	16.143	70961.578	378.134	280.538	1891.465	0.206	0.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67886004	272.898	40.8	18.517	12.527	39753.244	0.2	122.137	4.28	20	24.7	NA	2.54	81.32	0.932	NA
"94682"	"USA"	"North America"	"United States"	"2021-06-30"	33664970	12872	12474.143	604714	240	258.429	101706.045	38.888	37.686	1826.916	0.725	0.781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	326521526	180674739	154884686	1368679	949925	97.63	54.02	46.31	2840	NA	331002647	35.608	38.3	15.413	9.732	54225.446	1.2	151.089	10.79	19.1	24.6	NA	2.77	78.86	0.926	NA
"95157"	"URY"	"South America"	"Uruguay"	"2021-06-30"	369350	1172	1300.429	5593	35	31.286	106326.721	337.39	374.361	1610.086	10.076	9.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3935329	2266485	1668844	51295	36353	113.29	65.25	48.04	10465	NA	3473727	19.751	35.6	14.655	10.361	20551.409	0.1	160.708	6.93	14	19.9	NA	2.8	77.91	0.817	NA
"95630"	"UZB"	"Asia"	"Uzbekistan"	"2021-06-30"	110677	487	487.286	736	3	2	3306.831	14.551	14.559	21.99	0.09	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33469199	76.134	28.2	4.469	2.873	6253.104	NA	724.417	7.57	1.3	24.7	NA	4	71.72	0.72	NA
"95863"	"VUT"	"Oceania"	"Vanuatu"	"2021-06-30"	4	0	0	1	0	0	13.023	0	0	3.256	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	307150	22.662	23.1	4.394	2.62	2921.909	13.2	546.3	12.02	2.8	34.5	25.209	NA	70.47	0.609	NA
"96345"	"VAT"	"Europe"	"Vatican"	"2021-06-30"	27	0	0	NA	NA	0	33374.536	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.12	NA	NA
"96819"	"VEN"	"South America"	"Venezuela"	"2021-06-30"	272712	2058	1334.286	3119	35	18.571	9590.398	72.373	46.923	109.685	1.231	0.653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28435943	36.253	29	6.614	3.915	16745.022	NA	204.85	6.47	NA	NA	NA	0.8	72.06	0.711	NA
"97344"	"VNM"	"Asia"	"Vietnam"	"2021-06-30"	17052	545	437.571	81	1	1.571	175.182	5.599	4.495	0.832	0.01	0.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3776980	3583939	193041	183010	164378	3.88	3.68	0.2	1689	NA	97338583	308.127	32.6	7.15	4.718	6171.884	2	245.465	6	1	45.9	85.847	2.6	75.4	0.704	NA
"98416"	"YEM"	"Asia"	"Yemen"	"2021-06-30"	6920	2	3.143	1361	0	0.857	232.013	0.067	0.105	45.631	0	0.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29825968	53.508	20.3	2.922	1.583	1479.147	18.8	495.003	5.35	7.6	29.2	49.542	0.7	66.12	0.47	NA
"98886"	"ZMB"	"Africa"	"Zambia"	"2021-06-30"	154948	2892	2560.286	2199	61	57.857	8428.436	157.311	139.267	119.615	3.318	3.147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18383956	22.995	17.7	2.48	1.542	3689.251	57.5	234.499	3.94	3.1	24.7	13.938	2	63.89	0.584	NA
"99354"	"ZWE"	"Africa"	"Zimbabwe"	"2021-06-30"	49864	1331	912	1789	28	13.857	3354.925	89.552	61.361	120.367	1.884	0.932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1332438	777161	555277	16841	23656	8.96	5.23	3.74	1592	NA	14862927	42.729	19.6	2.822	1.882	1899.775	21.4	307.846	1.82	1.6	30.7	36.791	1.7	61.49	0.571	NA
