"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"608"	"JEY"	"Europe"	"Jersey"	"2021-04-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	805	NA	NA	NA	7965	NA	101073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"609"	"JEY"	"Europe"	"Jersey"	"2021-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	777	NA	NA	NA	7688	NA	101073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"610"	"JOR"	"Asia"	"Jordan"	"2021-01-31"	326855	1181	914.571	4316	12	13.143	32034.746	115.749	89.636	423.007	1.176	1.288	1.09	NA	NA	NA	NA	NA	NA	NA	NA	21270	3866183	378.921	2.085	22146	2.171	0.041	24.2	"tests performed"	40000	40000	NA	NA	1250	0.39	0.39	NA	123	75.93	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"611"	"JOR"	"Asia"	"Jordan"	"2021-02-28"	391090	4594	3908.857	4701	26	21	38330.357	450.254	383.103	460.741	2.548	2.058	1.37	NA	NA	NA	NA	NA	NA	NA	NA	33462	4600197	450.861	3.28	32668	3.202	0.12	8.4	"tests performed"	NA	NA	NA	NA	11549	NA	NA	NA	1132	62.96	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"612"	"JOR"	"Asia"	"Jordan"	"2021-03-31"	611577	6570	6960	6858	111	96.714	59940.077	643.919	682.143	672.146	10.879	9.479	0.89	NA	NA	NA	NA	NA	NA	NA	NA	43158	5918158	580.033	4.23	42939	4.208	0.162	6.2	"tests performed"	NA	NA	NA	NA	14783	NA	NA	NA	1449	75.93	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"613"	"JOR"	"Asia"	"Jordan"	"2021-04-30"	711373	1556	1744.143	8836	35	46	69720.988	152.502	170.942	866.008	3.43	4.508	0.65	NA	NA	NA	NA	NA	NA	NA	NA	19377	6704884	657.139	1.899	17580	1.723	0.099	10.1	"tests performed"	NA	NA	NA	NA	20992	NA	NA	NA	2057	70.37	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"614"	"JOR"	"Asia"	"Jordan"	"2021-05-31"	736534	1875	728.286	9462	26	11.143	72186.993	183.767	71.379	927.362	2.548	1.092	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20213	1.981	0.036	27.8	"tests performed"	NA	NA	NA	NA	53047	NA	NA	NA	5199	49.07	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"615"	"JOR"	"Asia"	"Jordan"	"2021-06-30"	751404	518	471.571	9750	7	8.143	73644.388	50.769	46.218	955.588	0.686	0.798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3828037	2449642	1378395	NA	76360	37.52	24.01	13.51	7484	NA	10203140	109.285	23.2	3.81	2.361	8337.49	0.1	208.257	11.75	NA	NA	NA	1.4	74.53	0.729	NA
"616"	"KAZ"	"Asia"	"Kazakhstan"	"2021-01-31"	235844	1275	1421.857	3046	1	12.571	12560.456	67.903	75.725	162.222	0.053	0.67	1.03	NA	NA	NA	NA	NA	NA	NA	NA	36536	6619213	352.523	1.946	35505	1.891	0.04	25	"tests performed"	0	0	NA	NA	NA	0	0	NA	NA	68.52	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	2.38
"617"	"KAZ"	"Asia"	"Kazakhstan"	"2021-02-28"	262715	622	802.143	3162	0	1.429	13991.537	33.126	42.72	168.4	0	0.076	0.98	NA	NA	NA	NA	NA	NA	NA	NA	41652	7581855	403.79	2.218	35369	1.884	0.023	44.1	"tests performed"	NA	NA	NA	NA	2247	NA	NA	NA	120	59.26	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	6.72
"618"	"KAZ"	"Asia"	"Kazakhstan"	"2021-03-31"	297472	1966	1588.571	3232	4	3.286	15842.608	104.704	84.603	172.128	0.213	0.175	1.2	NA	NA	NA	NA	NA	NA	NA	NA	47046	8669927	461.738	2.506	37755	2.011	0.042	23.8	"tests performed"	NA	NA	NA	NA	11969	NA	NA	NA	637	64.81	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	13.73
"619"	"KAZ"	"Asia"	"Kazakhstan"	"2021-04-30"	375539	2877	2803	3334	0	4.286	20000.259	153.222	149.281	177.56	0	0.228	1.01	NA	NA	NA	NA	NA	NA	NA	NA	62019	10190393	542.715	3.303	51680	2.752	0.054	18.4	"tests performed"	NA	NA	NA	NA	92976	NA	NA	NA	4952	62.96	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	20.65
"620"	"KAZ"	"Asia"	"Kazakhstan"	"2021-05-31"	442935	1161	1663.857	3453	5	3.429	23589.6	61.832	88.613	183.898	0.266	0.183	0.87	NA	NA	NA	NA	NA	NA	NA	NA	48475	11638779	619.852	2.582	47071	2.507	0.035	28.3	"tests performed"	3170032	2114112	1055920	NA	36483	16.88	11.26	5.62	1943	62.96	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	NA
"621"	"KAZ"	"Asia"	"Kazakhstan"	"2021-06-30"	482686	2524	1815.857	3530	3	2.429	25706.637	134.422	96.708	187.999	0.16	0.129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	5335768	3335172	2000596	134601	103506	28.42	17.76	10.65	5512	NA	18776707	6.681	30.6	6.991	4.625	24055.588	0.1	466.792	7.11	7	43.1	98.999	6.7	73.6	0.825	NA
"622"	"KEN"	"Africa"	"Kenya"	"2021-01-31"	100773	98	112.857	1763	8	2.714	1874.104	1.823	2.099	32.787	0.149	0.05	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4146	0.077	0.027	36.7	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.93	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"623"	"KEN"	"Africa"	"Kenya"	"2021-02-28"	105973	325	253.143	1856	2	4.714	1970.81	6.044	4.708	34.517	0.037	0.088	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.93	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"624"	"KEN"	"Africa"	"Kenya"	"2021-03-31"	134058	1412	1335.857	2153	6	12.429	2493.114	26.259	24.843	40.04	0.112	0.231	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	161771	161771	NA	NA	13953	0.3	0.3	NA	259	63.89	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"625"	"KEN"	"Africa"	"Kenya"	"2021-04-30"	159318	497	593.286	2724	17	20.143	2962.882	9.243	11.034	50.659	0.316	0.375	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	1664435	30.954	NA	5682	0.106	0.104	9.6	"samples tested"	NA	NA	NA	NA	11944	NA	NA	NA	222	73.15	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"626"	"KEN"	"Africa"	"Kenya"	"2021-05-31"	170735	88	313.143	3172	15	14.143	3175.207	1.637	5.824	58.991	0.279	0.263	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	969692	969489	203	NA	2168	1.8	1.8	0	40	65.74	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"627"	"KEN"	"Africa"	"Kenya"	"2021-06-30"	184161	558	523.286	3634	13	17.143	3424.894	10.377	9.732	67.583	0.242	0.319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1378585	1008120	370465	43836	25323	2.56	1.87	0.69	471	NA	53771300	87.324	20	2.686	1.528	2993.028	36.8	218.637	2.92	1.2	20.4	24.651	1.4	66.7	0.601	NA
"628"	"KIR"	"Oceania"	"Kiribati"	"2021-05-31"	2	0	0	NA	NA	0	16.744	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.94	119446	143.701	23.2	3.895	2.21	1981.132	NA	434.657	22.66	35.9	58.9	NA	1.9	68.37	0.63	NA
"629"	"KIR"	"Oceania"	"Kiribati"	"2021-06-30"	2	0	0	NA	NA	0	16.744	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119446	143.701	23.2	3.895	2.21	1981.132	NA	434.657	22.66	35.9	58.9	NA	1.9	68.37	0.63	NA
"630"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-01-31"	60218	572	414.429	1498	11	7.286	31156.255	295.948	214.422	775.052	5.691	3.77	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.44	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	39.33
"631"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-02-28"	68451	0	281.571	1592	0	2.857	35415.936	0	145.683	823.687	0	1.478	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.74	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	54.72
"632"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-03-31"	89181	0	715.571	1866	0	7.857	46141.453	0	370.23	965.452	0	4.065	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	117	NA	NA	NA	61	62.04	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	46.68
"633"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-04-30"	103638	0	131.143	2134	0	2.714	53621.375	0	67.852	1104.113	0	1.404	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	1000	NA	NA	NA	517	45.37	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
"634"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-05-31"	107002	5	33.143	2248	0	0.571	55361.879	2.587	17.148	1163.095	0	0.296	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	611357	316.311	NA	NA	NA	NA	NA	"tests performed"	NA	NA	NA	NA	1111	NA	NA	NA	575	40.74	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
"635"	"OWID_KOS"	"Europe"	"Kosovo"	"2021-06-30"	107758	423	73	2262	0	0.857	55753.026	218.856	37.77	1170.339	0	0.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	179029	137456	41573	NA	4516	9.26	7.11	2.15	2337	NA	1932774	168.155	NA	NA	NA	9795.834	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
"636"	"KWT"	"Asia"	"Kuwait"	"2021-01-31"	165257	635	567.429	959	0	1	38696.771	148.692	132.87	224.561	0	0.234	1.22	NA	NA	NA	NA	NA	NA	NA	NA	8994	1529581	358.168	2.106	9486	2.221	0.06	16.7	"tests performed"	NA	NA	NA	NA	5320	NA	NA	NA	1246	65.74	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"637"	"KWT"	"Asia"	"Kuwait"	"2021-02-28"	190852	962	966	1083	5	5.571	44690.126	225.263	226.2	253.597	1.171	1.305	1.16	NA	NA	NA	NA	NA	NA	NA	NA	6423	1784499	417.86	1.504	7542	1.766	0.128	7.8	"tests performed"	NA	NA	NA	NA	8810	NA	NA	NA	2063	66.67	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"638"	"KWT"	"Asia"	"Kuwait"	"2021-03-31"	232103	1282	1294.429	1313	5	8.143	54349.508	300.195	303.105	307.454	1.171	1.907	0.98	NA	NA	NA	NA	NA	NA	NA	NA	9175	2056468	481.545	2.148	8830	2.068	0.147	6.8	"tests performed"	NA	NA	NA	NA	10467	NA	NA	NA	2451	70.37	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"639"	"KWT"	"Asia"	"Kuwait"	"2021-04-30"	273991	1429	1399	1563	9	8.714	64158.051	334.616	327.591	365.994	2.107	2.041	0.98	NA	NA	NA	NA	NA	NA	NA	NA	9865	2326703	544.823	2.31	8772	2.054	0.159	6.3	"tests performed"	NA	NA	NA	NA	34841	NA	NA	NA	8158	70.37	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"640"	"KWT"	"Asia"	"Kuwait"	"2021-05-31"	309222	1410	1252.429	1772	1	4.429	72407.783	330.167	293.27	414.934	0.234	1.037	1.09	NA	NA	NA	NA	NA	NA	NA	NA	10962	2607769	610.638	2.567	10391	2.433	0.121	8.3	"tests performed"	NA	NA	NA	NA	36571	NA	NA	NA	8564	50.93	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"641"	"KWT"	"Asia"	"Kuwait"	"2021-06-30"	356687	1836	1698.286	1969	8	10.714	83522.243	429.92	397.673	461.063	1.873	2.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4270563	232.128	33.7	2.345	1.114	65530.537	NA	132.235	15.84	2.7	37	NA	2	75.49	0.806	NA
"642"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-01-31"	84588	59	98.286	1412	0	1.714	12965.286	9.043	15.065	216.425	0	0.263	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.67	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	-2.05
"643"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-02-28"	86251	66	46	1466	3	1.143	13220.183	10.116	7.051	224.702	0.46	0.175	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.11	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	-0.22
"644"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-03-31"	88538	262	111.429	1500	2	0.857	13570.725	40.158	17.079	229.914	0.307	0.131	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	72	NA	NA	NA	11	35.65	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	12.12
"645"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-04-30"	95275	331	285.286	1604	6	4.429	14603.343	50.734	43.727	245.854	0.92	0.679	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	1485	NA	NA	NA	228	54.63	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	11.01
"646"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-05-31"	104729	174	289.571	1808	5	7.286	16052.412	26.67	44.384	277.122	0.766	1.117	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	3704	NA	NA	NA	568	49.07	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	NA
"647"	"KGZ"	"Asia"	"Kyrgyzstan"	"2021-06-30"	125003	1965	1102.714	2000	8	6.714	19159.923	301.187	169.019	306.551	1.226	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6524191	32.333	26.3	4.489	2.882	3393.474	1.4	436.362	7.11	3.6	50.5	89.22	4.5	71.45	0.697	NA
"648"	"LAO"	"Asia"	"Laos"	"2021-01-31"	44	0	0.429	NA	NA	0	6.048	0	0.059	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.22	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"649"	"LAO"	"Asia"	"Laos"	"2021-02-28"	45	0	0	NA	NA	0	6.185	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.67	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"650"	"LAO"	"Asia"	"Laos"	"2021-03-31"	49	0	0	NA	NA	0	6.735	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	3397	NA	NA	NA	467	16.67	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"651"	"LAO"	"Asia"	"Laos"	"2021-04-30"	757	85	85.429	NA	NA	0	104.047	11.683	11.742	NA	NA	0	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	14728	NA	NA	NA	2024	77.31	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"652"	"LAO"	"Asia"	"Laos"	"2021-05-31"	1912	1	12.857	3	0	0.143	262.798	0.137	1.767	0.412	0	0.02	0.4	NA	NA	NA	NA	NA	NA	NA	NA	2002	248280	34.125	0.275	1985	0.273	0.006	154.4	"people tested"	865694	638377	227317	NA	18498	11.9	8.77	3.12	2542	85.19	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"653"	"LAO"	"Asia"	"Laos"	"2021-06-30"	2121	11	6.429	3	0	0	291.524	1.512	0.884	0.412	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7275556	29.715	24.4	4.029	2.322	6397.36	22.7	368.111	4	7.3	51.2	49.839	1.5	67.92	0.613	NA
"654"	"LVA"	"Europe"	"Latvia"	"2021-01-31"	66241	533	747.571	1195	15	12	35118.72	282.578	396.337	633.548	7.952	6.362	0.98	NA	NA	948	502.597	161.165	85.444	700.031	371.132	5361	1173821	622.32	2.842	9494	5.033	0.079	12.7	"tests performed"	23874	17174	6701	339	631	1.27	0.91	0.36	335	57.41	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	26.75
"655"	"LVA"	"Europe"	"Latvia"	"2021-02-28"	86186	376	666.714	1618	4	10.857	45692.879	199.342	353.469	857.808	2.121	5.756	0.95	NA	NA	682	361.573	121.615	64.476	483.496	256.333	4839	1447910	767.633	2.565	10068	5.338	0.066	15.1	"tests performed"	63167	46049	17119	133	2406	3.35	2.44	0.91	1276	56.48	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	5.67
"656"	"LVA"	"Europe"	"Latvia"	"2021-03-31"	102363	630	499	1899	6	6.857	54269.373	334.005	264.553	1006.785	3.181	3.635	0.98	NA	NA	613	324.992	NA	NA	NA	NA	16080	1839592	975.289	8.525	13307	7.055	0.037	26.7	"tests performed"	168952	144506	24453	7079	4113	8.96	7.66	1.3	2181	56.48	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	NA
"657"	"LVA"	"Europe"	"Latvia"	"2021-04-30"	118558	763	616.286	2131	6	5.286	62855.41	404.517	326.734	1129.784	3.181	2.802	1.03	NA	NA	606	321.281	NA	NA	NA	NA	16474	2245899	1190.699	8.734	13858	7.347	0.044	22.5	"tests performed"	355818	301097	55055	11542	8602	18.86	15.96	2.92	4560	56.48	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	NA
"658"	"LVA"	"Europe"	"Latvia"	"2021-05-31"	133199	101	302.857	2376	6	6.857	70617.569	53.547	160.565	1259.674	3.181	3.635	0.77	NA	NA	412	218.428	NA	NA	NA	NA	3297	2612273	1384.938	1.748	10891	5.774	0.028	36	"tests performed"	799834	544595	277895	12835	16695	42.4	28.87	14.73	8851	56.48	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	NA
"659"	"LVA"	"Europe"	"Latvia"	"2021-06-30"	137429	100	50.286	2513	5	2.286	72860.171	53.017	26.66	1332.307	2.651	1.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1144460	656571	544515	12058	6705	60.68	34.81	28.87	3555	NA	1886202	31.212	43.9	19.754	14.136	25063.846	0.7	350.06	4.91	25.6	51	NA	5.57	75.29	0.866	NA
"660"	"LBN"	"Asia"	"Lebanon"	"2021-01-31"	301052	2139	3065	3082	51	108.857	44107.327	313.386	449.055	451.546	7.472	15.949	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.74	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"661"	"LBN"	"Asia"	"Lebanon"	"2021-02-28"	375050	2258	2853.857	4692	40	50.286	54948.822	330.821	418.12	687.428	5.86	7.367	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	40593	NA	NA	5602	3895	0.59	NA	NA	571	92.59	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"662"	"LBN"	"Asia"	"Lebanon"	"2021-03-31"	468400	3393	2811.286	6234	50	47.286	68625.592	497.111	411.883	913.347	7.326	6.928	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	216286	133294	82992	8639	7182	3.17	1.95	1.22	1052	81.48	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"663"	"LBN"	"Asia"	"Lebanon"	"2021-04-30"	526578	1001	1210.571	7278	29	26.857	77149.289	146.657	177.362	1066.305	4.249	3.935	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	461726	293260	168466	566	9626	6.76	4.3	2.47	1410	74.07	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"664"	"LBN"	"Asia"	"Lebanon"	"2021-05-31"	540388	111	245.714	7729	6	6.429	79172.602	16.263	36	1132.381	0.879	0.942	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14005	2.052	NA	NA	"tests performed"	774435	521645	252790	22263	13751	11.35	7.64	3.7	2015	68.52	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"665"	"LBN"	"Asia"	"Lebanon"	"2021-06-30"	544866	161	143	7851	3	2.714	79828.676	23.588	20.951	1150.255	0.44	0.398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	1328792	897546	431246	15938	21898	19.47	13.15	6.32	3208	NA	6825442	594.561	31.1	8.514	5.43	13367.565	NA	266.591	12.71	26.9	40.7	NA	2.9	78.93	0.744	NA
"666"	"LSO"	"Africa"	"Lesotho"	"2021-01-31"	8664	15	144	172	8	7	4044.342	7.002	67.219	80.289	3.734	3.268	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.78	2142252	73.562	22.2	4.506	2.647	2851.153	59.6	405.126	3.94	0.4	53.9	2.117	NA	54.33	0.527	NA
