"iso_code"	"continent"	"location"	"date"	"total_cases"	"new_cases"	"new_cases_smoothed"	"total_deaths"	"new_deaths"	"new_deaths_smoothed"	"total_cases_per_million"	"new_cases_per_million"	"new_cases_smoothed_per_million"	"total_deaths_per_million"	"new_deaths_per_million"	"new_deaths_smoothed_per_million"	"reproduction_rate"	"icu_patients"	"icu_patients_per_million"	"hosp_patients"	"hosp_patients_per_million"	"weekly_icu_admissions"	"weekly_icu_admissions_per_million"	"weekly_hosp_admissions"	"weekly_hosp_admissions_per_million"	"new_tests"	"total_tests"	"total_tests_per_thousand"	"new_tests_per_thousand"	"new_tests_smoothed"	"new_tests_smoothed_per_thousand"	"positive_rate"	"tests_per_case"	"tests_units"	"total_vaccinations"	"people_vaccinated"	"people_fully_vaccinated"	"new_vaccinations"	"new_vaccinations_smoothed"	"total_vaccinations_per_hundred"	"people_vaccinated_per_hundred"	"people_fully_vaccinated_per_hundred"	"new_vaccinations_smoothed_per_million"	"stringency_index"	"population"	"population_density"	"median_age"	"aged_65_older"	"aged_70_older"	"gdp_per_capita"	"extreme_poverty"	"cardiovasc_death_rate"	"diabetes_prevalence"	"female_smokers"	"male_smokers"	"handwashing_facilities"	"hospital_beds_per_thousand"	"life_expectancy"	"human_development_index"	"excess_mortality"
"950"	"PRT"	"Europe"	"Portugal"	"2021-02-28"	804562	718	1005.286	16317	41	50.714	78904.101	70.415	98.589	1600.223	4.021	4.974	0.54	484	47.466	2165	212.323	NA	NA	175.295	17.191	11439	8237157	807.825	1.122	27116	2.659	0.037	27	"tests performed"	913723	648584	282644	24035	26938	8.96	6.36	2.77	2642	87.96	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	0.96
"951"	"PRT"	"Europe"	"Portugal"	"2021-03-31"	821722	618	419.286	16848	3	6.143	80586.997	60.608	41.12	1652.298	0.294	0.602	0.96	127	12.455	558	54.724	NA	NA	NA	NA	28880	9103440	892.782	2.832	25563	2.507	0.016	61	"tests performed"	1769770	1293859	508130	30947	41700	17.36	12.69	4.98	4090	80.56	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	NA
"952"	"PRT"	"Europe"	"Portugal"	"2021-04-30"	836493	460	442.286	16974	0	2.429	82035.602	45.113	43.375	1664.655	0	0.238	0.88	89	8.728	324	31.775	NA	NA	NA	NA	64169	10588337	1038.407	6.293	48343	4.741	0.009	109.3	"tests performed"	3323449	2479298	886864	80807	58247	32.59	24.31	8.7	5712	72.22	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	NA
"953"	"PRT"	"Europe"	"Portugal"	"2021-05-31"	849093	435	518.286	17025	2	1	83271.295	42.661	50.829	1669.657	0.196	0.098	1.16	52	5.1	283	27.754	NA	NA	NA	NA	49817	11825271	1159.715	4.886	45818	4.493	0.011	88.4	"tests performed"	5763917	3976043	1987598	56891	79644	56.53	38.99	19.49	7811	62.04	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	NA
"954"	"PRT"	"Europe"	"Portugal"	"2021-06-30"	879557	2362	1604.857	17096	4	2.714	86258.927	231.643	157.39	1676.62	0.392	0.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	8699066	5678885	3444900	218727	129452	85.31	55.69	33.78	12695	NA	10196707	112.371	46.2	21.502	14.924	27936.896	0.5	127.842	9.85	16.3	30	NA	3.39	82.05	0.864	NA
"955"	"QAT"	"Asia"	"Qatar"	"2021-01-31"	151335	351	330.857	248	0	0	52527.542	121.83	114.839	86.079	0	0	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1388419	481.913	NA	5091	1.767	0.065	15.4	"people tested"	NA	NA	NA	NA	2609	NA	NA	NA	906	56.48	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	7.29
"956"	"QAT"	"Asia"	"Qatar"	"2021-02-28"	163664	467	462.571	258	1	0.286	56806.87	162.093	160.556	89.55	0.347	0.099	1.03	NA	NA	NA	NA	NA	NA	NA	NA	5733	1537958	533.817	1.99	5385	1.869	0.086	11.6	"people tested"	NA	NA	NA	NA	11000	NA	NA	NA	3818	60.19	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	-5.52
"957"	"QAT"	"Asia"	"Qatar"	"2021-03-31"	179964	780	661.714	291	2	1.857	62464.51	270.734	229.677	101.004	0.694	0.645	1.28	NA	NA	NA	NA	NA	NA	NA	NA	7203	1734601	602.07	2.5	6836	2.373	0.097	10.3	"people tested"	816484	NA	NA	25808	22594	28.34	NA	NA	7842	74.07	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	29.8
"958"	"QAT"	"Asia"	"Qatar"	"2021-04-30"	205652	676	696.286	458	8	6.429	71380.672	234.636	241.677	158.969	2.777	2.231	0.88	NA	NA	NA	NA	NA	NA	NA	NA	4821	1903912	660.837	1.673	4816	1.672	0.145	6.9	"people tested"	1556203	989627	566576	29428	26258	54.01	34.35	19.67	9114	79.63	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	108.55
"959"	"QAT"	"Asia"	"Qatar"	"2021-05-31"	217458	228	245.143	556	2	1.286	75478.47	79.138	85.088	192.985	0.694	0.446	0.75	NA	NA	NA	NA	NA	NA	NA	NA	4268	2024606	702.73	1.481	3702	1.285	0.066	15.1	"people tested"	2545193	1461871	1083322	30608	30836	88.34	50.74	37.6	10703	68.52	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	NA
"960"	"QAT"	"Asia"	"Qatar"	"2021-06-30"	222071	118	114	590	2	0.571	77079.617	40.957	39.569	204.786	0.694	0.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	3145062	1714847	1430215	36018	31285	109.16	59.52	49.64	10859	NA	2881060	227.322	31.9	1.307	0.617	116935.6	NA	176.69	16.52	0.8	26.9	NA	1.2	80.23	0.848	NA
"961"	"ROU"	"Europe"	"Romania"	"2021-01-31"	728743	1825	2533.286	18335	71	79.857	37881.019	94.866	131.684	953.077	3.691	4.151	0.92	997	51.825	NA	NA	NA	NA	8487.781	441.206	11675	5443737	282.973	0.607	20421	1.062	0.124	8.1	"tests performed"	691415	585219	106196	19019	35019	3.59	3.04	0.55	1820	76.85	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	7.22
"962"	"ROU"	"Europe"	"Romania"	"2021-02-28"	801994	2830	3185.571	20350	63	71.857	41688.702	147.107	165.59	1057.82	3.275	3.735	1.16	1006	52.293	NA	NA	NA	NA	7280.502	378.45	12941	6022647	313.065	0.673	21109	1.097	0.151	6.6	"tests performed"	1532872	915761	617111	11136	21950	7.97	4.76	3.21	1141	73.15	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	3.55
"963"	"ROU"	"Europe"	"Romania"	"2021-03-31"	952803	6156	5665.714	23538	129	137	49527.952	319.997	294.511	1223.536	6.706	7.121	1	1412	73.398	NA	NA	NA	NA	NA	NA	29039	6714704	349.039	1.509	23649	1.229	0.24	4.2	"tests performed"	3088292	2015307	1072985	58261	57488	16.05	10.48	5.58	2988	63.89	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	NA
"964"	"ROU"	"Europe"	"Romania"	"2021-04-30"	1055265	1636	1820.571	28109	138	142.286	54854.062	85.041	94.636	1461.143	7.173	7.396	0.67	1284	66.744	NA	NA	NA	NA	NA	NA	23385	7365132	382.849	1.216	19562	1.017	0.093	10.7	"tests performed"	5240452	3303419	1937033	78612	82147	27.24	17.17	10.07	4270	61.11	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	NA
"965"	"ROU"	"Europe"	"Romania"	"2021-05-31"	1077737	153	280.571	30312	36	47.857	56022.186	7.953	14.584	1575.658	1.871	2.488	0.54	425	22.092	NA	NA	NA	NA	NA	NA	4878	7896357	410.463	0.254	17501	0.91	0.016	62.4	"tests performed"	7873523	4320017	3673582	64133	69622	40.93	22.46	19.1	3619	48.15	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	NA
"966"	"ROU"	"Europe"	"Romania"	"2021-06-30"	1080792	52	57.571	33786	181	165.714	56180.989	2.703	2.993	1756.241	9.409	8.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19237682	85.129	43	17.85	11.69	23313.199	5.7	370.946	9.74	22.9	37.1	NA	6.892	76.05	0.828	NA
"967"	"RUS"	"Europe"	"Russia"	"2021-01-31"	3808348	18083	18443	72029	473	518.857	26096.29	123.912	126.379	493.571	3.241	3.555	0.89	NA	NA	NA	NA	NA	NA	NA	NA	333065	102336060	701.247	2.282	373435	2.559	0.049	20.2	"tests performed"	NA	NA	NA	NA	88538	NA	NA	NA	607	46.76	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	27.45
"968"	"RUS"	"Europe"	"Russia"	"2021-02-28"	4198400	11234	11486.857	84700	370	396.286	28769.079	76.98	78.712	580.398	2.535	2.716	0.89	NA	NA	NA	NA	NA	NA	NA	NA	314393	111345909	762.986	2.154	276138	1.892	0.042	24	"tests performed"	NA	NA	NA	NA	88538	NA	NA	NA	607	45.83	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	14.85
"969"	"RUS"	"Europe"	"Russia"	"2021-03-31"	4494234	8156	8695.714	97219	402	370.714	30796.249	55.888	59.586	666.183	2.755	2.54	0.96	NA	NA	NA	NA	NA	NA	NA	NA	343403	120610353	826.469	2.353	300643	2.06	0.029	34.6	"tests performed"	11373572	7004336	4369236	190464	282190	7.79	4.8	2.99	1934	36.57	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	15.94
"970"	"RUS"	"Europe"	"Russia"	"2021-04-30"	4750755	8613	8495	108290	388	367.429	32554.031	59.02	58.211	742.045	2.659	2.518	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	286305	1.962	0.03	33.7	"tests performed"	19834392	12299770	7534622	310531	328367	13.59	8.43	5.16	2250	36.57	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	9.47
"971"	"RUS"	"Europe"	"Russia"	"2021-05-31"	5013512	8341	8728.571	119464	334	378.857	34354.545	57.156	59.812	818.614	2.289	2.596	1.04	NA	NA	NA	NA	NA	NA	NA	NA	271007	138547723	949.383	1.857	335981	2.302	0.026	38.5	"tests performed"	28501637	16576370	11925267	52085	242759	19.53	11.36	8.17	1663	36.57	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	NA
"972"	"RUS"	"Europe"	"Russia"	"2021-06-30"	5449594	20633	20503.571	132973	659	607.714	37342.75	141.385	140.498	911.183	4.516	4.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	40027944	22691596	17336348	699519	569115	27.43	15.55	11.88	3900	NA	145934460	8.823	39.6	14.178	9.393	24765.954	0.1	431.297	6.18	23.4	58.3	NA	8.05	72.58	0.824	NA
"973"	"RWA"	"Africa"	"Rwanda"	"2021-01-31"	15304	186	332.714	196	3	3.143	1181.575	14.36	25.688	15.133	0.232	0.243	0.91	NA	NA	NA	NA	NA	NA	NA	NA	21919	886268	68.426	1.692	9108	0.703	0.037	27.4	"samples tested"	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.07	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"974"	"RWA"	"Africa"	"Rwanda"	"2021-02-28"	18850	60	113.857	261	0	1.714	1455.35	4.632	8.791	20.151	0	0.132	0.93	NA	NA	NA	NA	NA	NA	NA	NA	4374	1009041	77.905	0.338	4427	0.342	0.026	38.9	"samples tested"	NA	NA	NA	NA	4170	NA	NA	NA	322	74.07	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"975"	"RWA"	"Africa"	"Rwanda"	"2021-03-31"	21783	138	96.714	307	1	1.429	1681.798	10.655	7.467	23.703	0.077	0.11	1.25	NA	NA	NA	NA	NA	NA	NA	NA	9464	1148201	88.649	0.731	7473	0.577	0.013	77.3	"samples tested"	NA	NA	NA	NA	63	NA	NA	NA	5	71.3	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"976"	"RWA"	"Africa"	"Rwanda"	"2021-04-30"	25116	121	93.857	335	2	1	1939.129	9.342	7.246	25.864	0.154	0.077	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4864	0.376	0.019	51.8	"samples tested"	349871	349871	NA	NA	12	2.7	2.7	NA	1	71.3	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"977"	"RWA"	"Africa"	"Rwanda"	"2021-05-31"	26963	45	33.286	353	1	0.571	2081.73	3.474	2.57	27.254	0.077	0.044	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4727	0.365	0.007	142	"samples tested"	NA	NA	NA	NA	6154	NA	NA	NA	475	62.96	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"978"	"RWA"	"Africa"	"Rwanda"	"2021-06-30"	39047	849	826.714	438	7	5.857	3014.698	65.549	63.828	33.817	0.54	0.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12952209	494.869	20.3	2.974	1.642	1854.211	56	191.375	4.28	4.7	21	4.617	NA	69.02	0.543	NA
"979"	"SHN"	"Africa"	"Saint Helena"	"2021-02-28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	75	NA	NA	NA	12354	NA	6071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.56	NA	NA
"980"	"SHN"	"Africa"	"Saint Helena"	"2021-03-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	76	NA	NA	NA	12519	NA	6071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.56	NA	NA
"981"	"SHN"	"Africa"	"Saint Helena"	"2021-04-30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	97	NA	NA	NA	15978	NA	6071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.56	NA	NA
"982"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-01-31"	37	0	0.286	NA	NA	0	695.593	0	5.371	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"983"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-02-28"	41	0	0	NA	NA	0	770.793	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	314	NA	NA	NA	5903	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"984"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-03-31"	44	0	0	NA	NA	0	827.192	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	130	NA	NA	NA	2444	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"985"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-04-30"	44	0	0	NA	NA	0	827.192	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	94	NA	NA	NA	1767	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"986"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-05-31"	68	0	1.143	NA	NA	0	1278.388	0	21.486	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	608	NA	NA	NA	11430	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"987"	"KNA"	"North America"	"Saint Kitts and Nevis"	"2021-06-30"	446	3	7.143	3	0	0	8384.72	56.399	134.284	56.399	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53192	212.865	NA	NA	NA	24654.385	NA	NA	12.84	NA	NA	NA	2.3	76.23	0.779	NA
"988"	"LCA"	"North America"	"Saint Lucia"	"2021-01-31"	1195	0	55	13	0	0.286	6507.687	0	299.517	70.795	0	1.556	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"989"	"LCA"	"North America"	"Saint Lucia"	"2021-02-28"	3390	34	44.571	35	0	0.571	18461.136	185.156	242.725	190.602	0	3.112	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	131	NA	NA	NA	713	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"990"	"LCA"	"North America"	"Saint Lucia"	"2021-03-31"	4238	10	11	60	1	0.286	23079.143	54.458	59.903	326.746	5.446	1.556	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	22357	NA	NA	346	202	12.18	NA	NA	1100	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"991"	"LCA"	"North America"	"Saint Lucia"	"2021-04-30"	4552	18	13.857	74	0	0.571	24789.113	98.024	75.463	402.986	0	3.112	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	24266	NA	NA	36	58	13.21	NA	NA	316	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"992"	"LCA"	"North America"	"Saint Lucia"	"2021-05-31"	5067	14	17.429	79	2	0.286	27593.681	76.241	94.912	430.215	10.892	1.556	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	219	NA	NA	NA	1193	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"993"	"LCA"	"North America"	"Saint Lucia"	"2021-06-30"	5296	4	8.286	84	0	0	28840.76	21.783	45.122	457.444	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	52771	30815	21956	175	173	28.74	16.78	11.96	942	NA	183629	293.187	34.9	9.721	6.405	12951.839	NA	204.62	11.62	NA	NA	87.202	1.3	76.2	0.759	NA
"994"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-01-31"	901	5	23.286	2	0	0	8120.995	45.067	209.881	18.027	0	0	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"995"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-02-28"	1556	0	7.571	8	0	0.286	14024.715	0	68.244	72.107	0	2.575	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"996"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-03-31"	1748	9	6.429	10	0	0	15755.271	81.12	57.943	90.133	0	0	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	123	NA	NA	NA	1109	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"997"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-04-30"	1864	9	5.286	11	0	0.143	16800.815	81.12	47.642	99.146	0	1.288	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	14511	14511	NA	NA	116	13.08	13.08	NA	1046	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"998"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-05-31"	2035	8	8.143	12	0	0	18342.091	72.107	73.394	108.16	0	0	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	266	NA	NA	NA	2398	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"999"	"VCT"	"North America"	"Saint Vincent and the Grenadines"	"2021-06-30"	2225	0	2.571	12	0	0	20054.621	0	23.177	108.16	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110947	281.787	31.8	7.724	4.832	10727.146	NA	252.675	11.62	NA	NA	NA	2.6	72.53	0.738	NA
"1000"	"WSM"	"Oceania"	"Samoa"	"2021-01-31"	2	0	0	NA	NA	0	10.08	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1001"	"WSM"	"Oceania"	"Samoa"	"2021-02-28"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1002"	"WSM"	"Oceania"	"Samoa"	"2021-03-31"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1003"	"WSM"	"Oceania"	"Samoa"	"2021-04-30"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1004"	"WSM"	"Oceania"	"Samoa"	"2021-05-31"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	673	NA	NA	NA	3392	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1005"	"WSM"	"Oceania"	"Samoa"	"2021-06-30"	3	0	0	NA	NA	0	15.12	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	198410	69.413	22	5.606	3.564	6021.557	NA	348.977	9.21	16.7	38.1	NA	NA	73.32	0.715	NA
"1006"	"SMR"	"Europe"	"San Marino"	"2021-01-31"	3025	29	21.571	67	2	0.286	89133.125	854.499	635.613	1974.188	58.931	8.419	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.44	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	-7.56
"1007"	"SMR"	"Europe"	"San Marino"	"2021-02-28"	3716	0	34.857	74	0	0.286	109493.783	0	1027.083	2180.447	0	8.419	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	120	NA	NA	NA	3536	60.19	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	44.14
"1008"	"SMR"	"Europe"	"San Marino"	"2021-03-31"	4730	52	35.143	84	0	0.286	139371.796	1532.206	1035.502	2475.102	0	8.419	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	12341	8818	3523	582	411	36.36	25.98	10.38	12110	63.89	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	69.81
"1009"	"SMR"	"Europe"	"San Marino"	"2021-04-30"	5066	6	2.714	90	0	0.143	149272.202	176.793	79.978	2651.895	0	4.209	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	NA	NA	NA	NA	467	NA	NA	NA	13760	41.67	33938	556.667	NA	NA	NA	56861.47	NA	NA	5.64	NA	NA	NA	3.8	84.97	NA	23.89
